"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 16 14:31:52 GMT 2021","Tue Mar 16 14:31:53 GMT 2021","1064","","Pick horses and add into the entry with fee racing when logged by Magic Link","","Pick horses and add into the entry with fee racing when logged by Magic Link","Check mail inbox to get magic link","Check mail inbox to get magic link",""
"passed","Tue Mar 16 14:26:38 GMT 2021","Tue Mar 16 14:26:45 GMT 2021","6641","","Deposite to ZED balance by logging in with Metamask","","Deposite to ZED balance by logging in with Metamask","Update metamask info","Update metamask info",""
"passed","Tue Mar 16 14:28:33 GMT 2021","Tue Mar 16 14:28:45 GMT 2021","11798","","Transfer horse to other wallet address - Logging with magic link","","Transfer horse to other wallet address - Logging with magic link","Open new browser with magic link","Open new browser with magic link",""
"passed","Tue Mar 16 14:31:32 GMT 2021","Tue Mar 16 14:31:52 GMT 2021","20303","","Pick horses and add into the entry with fee racing when logged by Magic Link","","Pick horses and add into the entry with fee racing when logged by Magic Link","Open ZedRun page and input valid email to generate magic link","Open ZedRun page and input valid email to generate magic link",""
"failed","Tue Mar 16 14:19:41 GMT 2021","Tue Mar 16 14:21:41 GMT 2021","120002","","Generate stud horse when logging in with magic link","","Generate stud horse when logging in with magic link","Go to Stable page and verify there is a new horse","Go to Stable page and verify there is a new horse",""
"passed","Tue Mar 16 14:03:06 GMT 2021","Tue Mar 16 14:03:12 GMT 2021","5317","","Generate stud horse","","Generate stud horse","Click on Filter button in My Stable page","Click on Filter button in My Stable page",""
"passed","Tue Mar 16 13:58:57 GMT 2021","Tue Mar 16 13:59:00 GMT 2021","2593","","[Smoke Test] Validate the some pages on app work well","","[Smoke Test] Validate the some pages on app work well","Validate Marketplace Page has a racehorse","Validate Marketplace Page has a racehorse",""
"passed","Tue Mar 16 13:59:00 GMT 2021","Tue Mar 16 13:59:00 GMT 2021","863","","[Smoke Test] Validate the some pages on app work well","","[Smoke Test] Validate the some pages on app work well","Validate Stud Service Page has a racehorse In Stud","Validate Stud Service Page has a racehorse In Stud",""
"failed","Tue Mar 16 14:17:41 GMT 2021","Tue Mar 16 14:19:41 GMT 2021","120004","","Generate stud horse when logging in with magic link","","Generate stud horse when logging in with magic link","Go to Activity page and check if we breed successfully","Go to Activity page and check if we breed successfully",""
"passed","Tue Mar 16 14:02:47 GMT 2021","Tue Mar 16 14:02:51 GMT 2021","4427","","Generate stud horse","","Generate stud horse","Update metamask info","Update metamask info",""
"passed","Tue Mar 16 13:46:08 GMT 2021","Tue Mar 16 13:46:09 GMT 2021","1074","","Purchase horse with ETH - Logging with Metamask","","Purchase horse with ETH - Logging with Metamask","Verify that our order is performed","Verify that our order is performed",""
"passed","Tue Mar 16 14:26:06 GMT 2021","Tue Mar 16 14:26:26 GMT 2021","20340","","Give a name to newborn horse when logging in with Metamask","","Give a name to newborn horse when logging in with Metamask","Open ZedRun page and click Connnect Metamask","Open ZedRun page and click Connnect Metamask",""
